id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1656864,294,1459,2022-01-30 00:00:00+01:00,hour,52,0 days 00:14:30.231962,0,0 days 00:00:00
1656865,294,1459,2022-01-30 01:00:00+01:00,hour,5,0 days 00:05:55.486120,0,0 days 00:00:00
1656866,294,1459,2022-01-30 02:00:00+01:00,hour,30,0 days 00:05:43.699342,0,0 days 00:00:00
1656867,294,1459,2022-01-30 03:00:00+01:00,hour,35,0 days 00:03:36.485053,0,0 days 00:00:00
1656868,294,1459,2022-01-30 04:00:00+01:00,hour,45,0 days 00:06:42.222222,0,0 days 00:00:00
1656869,294,1459,2022-01-30 05:00:00+01:00,hour,26,0 days 00:11:37.864583,0,0 days 00:00:00
1656870,294,1459,2022-01-30 06:00:00+01:00,hour,20,0 days 00:15:59.506538,0,0 days 00:00:00
1656871,294,1459,2022-01-30 07:00:00+01:00,hour,30,0 days 00:09:01.666667,0,0 days 00:00:00
1656872,294,1459,2022-01-30 08:00:00+01:00,hour,25,0 days 00:21:56.892630,0,0 days 00:00:00
1656873,294,1459,2022-01-30 09:00:00+01:00,hour,45,0 days 00:12:53.652962,0,0 days 00:00:00
1656874,294,1459,2022-01-30 10:00:00+01:00,hour,55,0 days 00:11:40.093522,0,0 days 00:00:00
1656875,294,1459,2022-01-30 11:00:00+01:00,hour,70,0 days 00:07:30.362768,0,0 days 00:00:00
1656876,294,1459,2022-01-30 12:00:00+01:00,hour,80,0 days 00:04:03.767307,0,0 days 00:00:00
1656877,294,1459,2022-01-30 13:00:00+01:00,hour,90,0 days 00:04:24.770781,0,0 days 00:00:00
1656878,294,1459,2022-01-30 14:00:00+01:00,hour,115,0 days 00:02:36.322778,0,0 days 00:00:00
1656879,294,1459,2022-01-30 15:00:00+01:00,hour,5,0 days 00:01:45.661628,0,0 days 00:00:00
1656880,294,1459,2022-01-30 16:00:00+01:00,hour,105,0 days 00:02:16.183981,0,0 days 00:00:00
1656881,294,1459,2022-01-30 17:00:00+01:00,hour,125,0 days 00:03:22.647460,0,0 days 00:00:00
1656882,294,1459,2022-01-30 18:00:00+01:00,hour,5,0 days 00:01:58.235294,0,0 days 00:00:00
1656883,294,1459,2022-01-30 19:00:00+01:00,hour,80,0 days 00:04:06.674797,0,0 days 00:00:00
1656884,294,1459,2022-01-30 20:00:00+01:00,hour,116,0 days 00:05:06.534666,0,0 days 00:00:00
1656885,294,1459,2022-01-30 21:00:00+01:00,hour,60,0 days 00:05:45.416667,0,0 days 00:00:00
1656886,294,1459,2022-01-30 22:00:00+01:00,hour,45,0 days 00:14:22.423717,0,0 days 00:00:00
1656887,294,1459,2022-01-30 23:00:00+01:00,hour,50,0 days 00:20:39.418138,0,0 days 00:00:00
1465620,294,1459,2021-12-14 02:00:00+01:00,hour,25,0 days 00:41:33.819444,0,0 days 00:00:00
1267083,294,1459,2021-10-24 02:00:00+02:00,hour,30,0 days 00:19:02.464286,0,0 days 00:00:00
1267084,294,1459,2021-10-24 03:00:00+02:00,hour,25,0 days 00:34:06.714286,0,0 days 00:00:00
1267085,294,1459,2021-10-24 06:00:00+02:00,hour,20,0 days 00:54:39.464286,0,0 days 00:00:00
1267086,294,1459,2021-10-24 09:00:00+02:00,hour,30,0 days 00:20:26.117347,0,0 days 00:00:00
1267087,294,1459,2021-10-24 10:00:00+02:00,hour,55,0 days 00:13:39.750996,0,0 days 00:00:00
1267088,294,1459,2021-10-24 11:00:00+02:00,hour,85,0 days 00:09:20.361600,0,0 days 00:00:00
1267089,294,1459,2021-10-24 12:00:00+02:00,hour,95,0 days 00:04:59.315295,0,0 days 00:00:00
1442713,294,1459,2021-12-08 19:00:00+01:00,hour,10,0 days 00:07:31.292712,0,0 days 00:00:00
