visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
912,2021-08-01 00:00:00+02:00,hour,134,119,124,1 days 01:31:05,0 days 12:17:40,0 days 11:20:15,0 days 19:23:10,0 days 07:52:20,0 days 09:37:40,0 days 00:11:25.559701
912,2021-08-01 01:00:00+02:00,hour,78,68,73,0 days 15:46:45,0 days 07:44:40,0 days 09:38:50,0 days 07:38:00,0 days 05:03:10,0 days 05:27:45,0 days 00:12:08.269231
912,2021-08-01 02:00:00+02:00,hour,79,74,75,0 days 11:57:05,0 days 05:38:05,0 days 03:48:20,0 days 06:30:10,0 days 02:50:15,0 days 04:08:10,0 days 00:09:04.620253
912,2021-08-01 03:00:00+02:00,hour,52,48,51,0 days 07:33:15,0 days 04:04:25,0 days 02:06:20,0 days 03:34:20,0 days 02:06:20,0 days 03:04:25,0 days 00:08:42.980769
912,2021-08-01 04:00:00+02:00,hour,22,21,19,0 days 05:06:45,0 days 01:27:05,0 days 01:07:50,0 days 00:14:05,0 days 00:27:05,0 days 00:14:05,0 days 00:13:56.590909
912,2021-08-01 05:00:00+02:00,hour,20,17,18,0 days 05:42:50,0 days 02:00:15,0 days 00:50:10,0 days 05:27:05,0 days 00:45:15,0 days 01:49:25,0 days 00:17:08.500000
912,2021-08-01 06:00:00+02:00,hour,19,17,15,0 days 02:51:25,0 days 01:21:40,0 days 02:35:40,0 days 00:38:45,0 days 01:16:45,0 days 00:27:55,0 days 00:09:01.315789
912,2021-08-01 07:00:00+02:00,hour,26,22,23,0 days 03:34:55,0 days 02:16:10,0 days 01:22:15,0 days 02:43:20,0 days 00:57:15,0 days 01:49:35,0 days 00:08:15.961538
912,2021-08-01 08:00:00+02:00,hour,26,23,22,0 days 03:27:05,0 days 01:46:00,0 days 02:35:30,0 days 01:30:50,0 days 01:21:00,0 days 01:04:15,0 days 00:07:57.884615
912,2021-08-01 09:00:00+02:00,hour,44,40,38,1 days 09:55:05,0 days 03:11:00,1 days 07:58:50,0 days 02:59:05,0 days 01:56:30,0 days 02:17:20,0 days 00:46:15.113636
912,2021-08-01 10:00:00+02:00,hour,63,57,56,1 days 11:23:10,0 days 06:43:55,0 days 04:27:10,0 days 03:16:10,0 days 03:10:20,0 days 02:31:10,0 days 00:33:42.063492
912,2021-08-01 11:00:00+02:00,hour,122,115,107,1 days 17:43:55,0 days 11:05:30,0 days 09:36:55,0 days 06:17:15,0 days 06:48:40,0 days 05:04:30,0 days 00:20:31.434426
912,2021-08-01 12:00:00+02:00,hour,151,136,134,2 days 02:56:20,0 days 13:26:40,0 days 15:29:40,0 days 08:57:35,0 days 08:10:00,0 days 06:24:00,0 days 00:20:14.437086
912,2021-08-01 13:00:00+02:00,hour,211,194,187,2 days 09:06:30,0 days 16:56:15,0 days 15:07:45,0 days 11:33:20,0 days 09:25:10,0 days 07:27:05,0 days 00:16:14.360190
912,2021-08-01 14:00:00+02:00,hour,311,287,280,2 days 20:02:55,1 days 02:04:45,0 days 22:29:45,0 days 19:35:05,0 days 16:18:20,0 days 14:11:20,0 days 00:13:07.700965
912,2021-08-01 15:00:00+02:00,hour,272,241,255,2 days 18:36:40,0 days 22:47:50,0 days 18:08:50,0 days 23:19:50,0 days 12:47:45,0 days 15:13:25,0 days 00:14:41.617647
912,2021-08-01 16:00:00+02:00,hour,214,197,195,2 days 15:48:20,1 days 00:17:05,0 days 20:31:30,0 days 21:53:05,0 days 16:13:30,0 days 15:06:30,0 days 00:17:53.364486
