,visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
2,1458,2021-08-01 00:00:00+00:00,hour,14,14,14,0 days 00:15:50,0 days 00:15:50,0 days 00:15:50,0 days 00:15:50,0 days 00:15:50,0 days 00:15:50,0 days 00:01:07.857143
3,1458,2021-08-01 01:00:00+00:00,hour,5,5,5,0 days 00:16:30,0 days 00:16:30,0 days 00:16:30,0 days 00:16:30,0 days 00:16:30,0 days 00:16:30,0 days 00:03:18
4,1458,2021-08-01 02:00:00+00:00,hour,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
5,1458,2021-08-01 03:00:00+00:00,hour,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
6,1458,2021-08-01 04:00:00+00:00,hour,2,2,2,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:01:02.500000
7,1458,2021-08-01 05:00:00+00:00,hour,2,2,2,0 days 00:01:50,0 days 00:01:50,0 days 00:01:50,0 days 00:01:50,0 days 00:01:50,0 days 00:01:50,0 days 00:00:55
8,1458,2021-08-01 06:00:00+00:00,hour,3,3,3,0 days 00:11:05,0 days 00:11:05,0 days 00:11:05,0 days 00:11:05,0 days 00:11:05,0 days 00:11:05,0 days 00:03:41.666667
9,1458,2021-08-01 07:00:00+00:00,hour,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
10,1458,2021-08-01 08:00:00+00:00,hour,10,10,10,0 days 00:13:10,0 days 00:13:10,0 days 00:13:10,0 days 00:13:10,0 days 00:13:10,0 days 00:13:10,0 days 00:01:19
11,1458,2021-08-01 09:00:00+00:00,hour,12,12,12,0 days 00:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:00:30
12,1458,2021-08-01 10:00:00+00:00,hour,25,25,25,0 days 00:26:30,0 days 00:26:30,0 days 00:26:30,0 days 00:26:30,0 days 00:26:30,0 days 00:26:30,0 days 00:01:03.600000
13,1458,2021-08-01 11:00:00+00:00,hour,27,27,26,0 days 01:20:55,0 days 01:18:15,0 days 01:20:55,0 days 00:26:55,0 days 01:18:15,0 days 00:26:55,0 days 00:02:59.814815
14,1458,2021-08-01 12:00:00+00:00,hour,33,32,33,0 days 01:31:45,0 days 00:40:25,0 days 00:37:45,0 days 01:31:45,0 days 00:37:45,0 days 00:40:25,0 days 00:02:46.818182
15,1458,2021-08-01 13:00:00+00:00,hour,39,39,37,0 days 04:11:00,0 days 01:10:25,0 days 04:11:00,0 days 00:32:05,0 days 01:10:25,0 days 00:32:05,0 days 00:06:26.153846
16,1458,2021-08-01 14:00:00+00:00,hour,28,26,26,0 days 04:36:55,0 days 01:56:30,0 days 00:58:00,0 days 01:20:15,0 days 00:41:05,0 days 00:46:00,0 days 00:09:53.392857
17,1458,2021-08-01 15:00:00+00:00,hour,38,36,37,0 days 03:43:20,0 days 01:43:35,0 days 00:26:40,0 days 00:54:05,0 days 00:26:40,0 days 00:43:35,0 days 00:05:52.631579
18,1458,2021-08-01 16:00:00+00:00,hour,26,25,26,0 days 03:03:40,0 days 00:59:35,0 days 00:14:25,0 days 03:03:40,0 days 00:14:25,0 days 00:59:35,0 days 00:07:03.846154
