,visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
2,926,2021-08-01 00:00:00+00:00,hour,10,10,10,0 days 00:41:15,0 days 00:41:15,0 days 00:41:15,0 days 00:41:15,0 days 00:41:15,0 days 00:41:15,0 days 00:04:07.500000
3,926,2021-08-01 01:00:00+00:00,hour,4,4,4,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:02:05,0 days 00:00:31.250000
4,926,2021-08-01 07:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
5,926,2021-08-01 08:00:00+00:00,hour,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
6,926,2021-08-01 09:00:00+00:00,hour,12,12,9,0 days 02:33:45,0 days 00:46:35,0 days 02:33:45,0 days 00:10:30,0 days 00:46:35,0 days 00:10:30,0 days 00:12:48.750000
7,926,2021-08-01 10:00:00+00:00,hour,18,15,15,0 days 03:40:05,0 days 02:27:45,0 days 01:16:50,0 days 01:02:35,0 days 01:12:10,0 days 00:53:55,0 days 00:12:13.611111
8,926,2021-08-01 11:00:00+00:00,hour,27,24,24,0 days 03:54:10,0 days 01:22:45,0 days 01:16:40,0 days 03:09:15,0 days 00:46:30,0 days 01:08:00,0 days 00:08:40.370370
9,926,2021-08-01 12:00:00+00:00,hour,37,34,33,0 days 03:58:55,0 days 03:06:50,0 days 03:14:00,0 days 02:23:25,0 days 02:36:40,0 days 02:08:40,0 days 00:06:27.432432
10,926,2021-08-01 13:00:00+00:00,hour,32,28,31,0 days 03:23:55,0 days 01:43:50,0 days 01:48:25,0 days 02:37:15,0 days 01:06:30,0 days 01:39:05,0 days 00:06:22.343750
11,926,2021-08-01 14:00:00+00:00,hour,23,22,22,0 days 02:31:20,0 days 01:46:40,0 days 01:44:40,0 days 01:31:45,0 days 01:04:45,0 days 01:27:00,0 days 00:06:34.782609
12,926,2021-08-01 15:00:00+00:00,hour,12,11,11,0 days 01:31:00,0 days 01:10:20,0 days 00:31:25,0 days 01:10:55,0 days 00:30:25,0 days 00:51:15,0 days 00:07:35
13,926,2021-08-01 16:00:00+00:00,hour,16,15,16,0 days 00:30:15,0 days 00:11:10,0 days 00:10:10,0 days 00:30:15,0 days 00:10:10,0 days 00:11:10,0 days 00:01:53.437500
14,926,2021-08-01 17:00:00+00:00,hour,24,24,23,0 days 02:10:50,0 days 02:10:30,0 days 02:10:50,0 days 01:33:55,0 days 02:10:30,0 days 01:33:55,0 days 00:05:27.083333
15,926,2021-08-01 18:00:00+00:00,hour,8,7,8,0 days 00:48:25,0 days 00:11:50,0 days 00:11:30,0 days 00:48:25,0 days 00:11:30,0 days 00:11:50,0 days 00:06:03.125000
16,926,2021-08-01 19:00:00+00:00,hour,8,8,8,0 days 00:08:35,0 days 00:08:35,0 days 00:08:35,0 days 00:08:35,0 days 00:08:35,0 days 00:08:35,0 days 00:01:04.375000
17,926,2021-08-01 20:00:00+00:00,hour,10,10,10,0 days 00:11:10,0 days 00:11:10,0 days 00:11:10,0 days 00:11:10,0 days 00:11:10,0 days 00:11:10,0 days 00:01:07
18,926,2021-08-01 21:00:00+00:00,hour,2,2,2,0 days 00:10:20,0 days 00:10:20,0 days 00:10:20,0 days 00:10:20,0 days 00:10:20,0 days 00:10:20,0 days 00:05:10
19,926,2021-08-02 00:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
20,926,2021-08-02 02:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
21,926,2021-08-02 03:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
22,926,2021-08-02 04:00:00+00:00,hour,1,1,1,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30
23,926,2021-08-02 05:00:00+00:00,hour,7,7,7,0 days 00:23:00,0 days 00:23:00,0 days 00:23:00,0 days 00:23:00,0 days 00:23:00,0 days 00:23:00,0 days 00:03:17.142857
24,926,2021-08-02 06:00:00+00:00,hour,10,10,10,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:00:30
25,926,2021-08-02 07:00:00+00:00,hour,10,10,10,0 days 00:18:30,0 days 00:18:30,0 days 00:18:30,0 days 00:18:30,0 days 00:18:30,0 days 00:18:30,0 days 00:01:51
26,926,2021-08-02 08:00:00+00:00,hour,21,21,21,0 days 00:22:20,0 days 00:22:20,0 days 00:22:20,0 days 00:22:20,0 days 00:22:20,0 days 00:22:20,0 days 00:01:03.809524
27,926,2021-08-02 09:00:00+00:00,hour,30,30,28,0 days 00:33:15,0 days 00:27:10,0 days 00:33:15,0 days 00:20:05,0 days 00:27:10,0 days 00:20:05,0 days 00:01:06.500000
28,926,2021-08-02 10:00:00+00:00,hour,26,24,26,0 days 01:10:15,0 days 01:03:10,0 days 00:57:05,0 days 01:10:15,0 days 00:57:05,0 days 01:03:10,0 days 00:02:42.115385
29,926,2021-08-02 11:00:00+00:00,hour,52,52,48,0 days 02:26:20,0 days 02:06:55,0 days 02:26:20,0 days 01:33:20,0 days 02:06:55,0 days 01:33:20,0 days 00:02:48.846154
30,926,2021-08-02 12:00:00+00:00,hour,42,38,41,0 days 02:59:00,0 days 02:01:40,0 days 02:06:00,0 days 02:31:15,0 days 01:42:15,0 days 01:57:40,0 days 00:04:15.714286
31,926,2021-08-02 13:00:00+00:00,hour,38,37,37,0 days 02:57:45,0 days 02:31:30,0 days 02:30:00,0 days 02:29:05,0 days 02:07:45,0 days 02:25:05,0 days 00:04:40.657895
32,926,2021-08-02 14:00:00+00:00,hour,38,37,35,0 days 02:46:20,0 days 02:29:55,0 days 02:17:40,0 days 02:00:25,0 days 02:07:40,0 days 01:54:00,0 days 00:04:22.631579
33,926,2021-08-02 15:00:00+00:00,hour,30,27,30,0 days 01:57:00,0 days 01:21:05,0 days 01:11:05,0 days 01:57:00,0 days 01:11:05,0 days 01:21:05,0 days 00:03:54
34,926,2021-08-02 18:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
35,926,2021-08-02 20:00:00+00:00,hour,12,12,12,0 days 00:38:30,0 days 00:38:30,0 days 00:38:30,0 days 00:38:30,0 days 00:38:30,0 days 00:38:30,0 days 00:03:12.500000
36,926,2021-08-02 21:00:00+00:00,hour,5,5,5,0 days 00:03:25,0 days 00:03:25,0 days 00:03:25,0 days 00:03:25,0 days 00:03:25,0 days 00:03:25,0 days 00:00:41
37,926,2021-08-02 22:00:00+00:00,hour,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
38,926,2021-08-02 23:00:00+00:00,hour,1,1,1,0 days 00:00:40,0 days 00:00:40,0 days 00:00:40,0 days 00:00:40,0 days 00:00:40,0 days 00:00:40,0 days 00:00:40
39,926,2021-08-03 01:00:00+00:00,hour,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
40,926,2021-08-03 02:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
41,926,2021-08-03 03:00:00+00:00,hour,1,1,1,0 days 00:07:40,0 days 00:07:40,0 days 00:07:40,0 days 00:07:40,0 days 00:07:40,0 days 00:07:40,0 days 00:07:40
42,926,2021-08-03 04:00:00+00:00,hour,3,3,3,0 days 00:29:10,0 days 00:29:10,0 days 00:29:10,0 days 00:29:10,0 days 00:29:10,0 days 00:29:10,0 days 00:09:43.333333
43,926,2021-08-03 05:00:00+00:00,hour,9,9,9,0 days 00:07:10,0 days 00:07:10,0 days 00:07:10,0 days 00:07:10,0 days 00:07:10,0 days 00:07:10,0 days 00:00:47.777778
44,926,2021-08-03 08:00:00+00:00,hour,8,8,8,0 days 00:05:30,0 days 00:05:30,0 days 00:05:30,0 days 00:05:30,0 days 00:05:30,0 days 00:05:30,0 days 00:00:41.250000
45,926,2021-08-03 10:00:00+00:00,hour,5,5,5,0 days 00:11:15,0 days 00:11:15,0 days 00:11:15,0 days 00:11:15,0 days 00:11:15,0 days 00:11:15,0 days 00:02:15
46,926,2021-08-03 12:00:00+00:00,hour,33,33,33,0 days 01:24:00,0 days 01:24:00,0 days 01:24:00,0 days 01:24:00,0 days 01:24:00,0 days 01:24:00,0 days 00:02:32.727273
47,926,2021-08-03 14:00:00+00:00,hour,17,17,17,0 days 00:21:20,0 days 00:21:20,0 days 00:21:20,0 days 00:21:20,0 days 00:21:20,0 days 00:21:20,0 days 00:01:15.294118
48,926,2021-08-03 16:00:00+00:00,hour,3,3,3,0 days 00:04:25,0 days 00:04:25,0 days 00:04:25,0 days 00:04:25,0 days 00:04:25,0 days 00:04:25,0 days 00:01:28.333333
