,visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
2,923,2021-08-01 00:00:00+00:00,hour,8,8,7,0 days 00:18:45,0 days 00:08:25,0 days 00:18:45,0 days 00:04:10,0 days 00:08:25,0 days 00:04:10,0 days 00:02:20.625000
3,923,2021-08-01 01:00:00+00:00,hour,5,4,5,0 days 00:16:35,0 days 00:12:20,0 days 00:02:00,0 days 00:16:35,0 days 00:02:00,0 days 00:12:20,0 days 00:03:19
4,923,2021-08-01 02:00:00+00:00,hour,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
5,923,2021-08-01 03:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
6,923,2021-08-01 04:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
7,923,2021-08-01 05:00:00+00:00,hour,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
8,923,2021-08-01 06:00:00+00:00,hour,2,2,1,0 days 00:28:10,0 days 00:15:55,0 days 00:28:10,0 days 00:00:30,0 days 00:15:55,0 days 00:00:30,0 days 00:14:05
9,923,2021-08-01 07:00:00+00:00,hour,1,0,1,0 days 00:27:40,0 days 00:12:15,0 days 00:00:00,0 days 00:27:40,0 days 00:00:00,0 days 00:12:15,0 days 00:27:40
10,923,2021-08-01 08:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
11,923,2021-08-01 09:00:00+00:00,hour,8,8,8,0 days 00:15:05,0 days 00:15:05,0 days 00:15:05,0 days 00:15:05,0 days 00:15:05,0 days 00:15:05,0 days 00:01:53.125000
12,923,2021-08-01 10:00:00+00:00,hour,11,11,11,0 days 00:48:25,0 days 00:48:25,0 days 00:48:25,0 days 00:48:25,0 days 00:48:25,0 days 00:48:25,0 days 00:04:24.090909
13,923,2021-08-01 11:00:00+00:00,hour,18,18,18,0 days 00:12:50,0 days 00:12:50,0 days 00:12:50,0 days 00:12:50,0 days 00:12:50,0 days 00:12:50,0 days 00:00:42.777778
14,923,2021-08-01 12:00:00+00:00,hour,32,32,31,0 days 02:22:25,0 days 00:45:35,0 days 02:22:25,0 days 00:36:25,0 days 00:45:35,0 days 00:36:25,0 days 00:04:27.031250
15,923,2021-08-01 13:00:00+00:00,hour,12,11,11,0 days 02:08:25,0 days 01:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:10:42.083333
16,923,2021-08-01 14:00:00+00:00,hour,37,36,35,0 days 02:51:05,0 days 01:32:55,0 days 01:05:05,0 days 02:37:15,0 days 00:56:05,0 days 01:28:05,0 days 00:04:37.432432
