,visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
2,1459,2021-08-01 00:00:00+00:00,hour,7,7,7,0 days 00:03:40,0 days 00:03:40,0 days 00:03:40,0 days 00:03:40,0 days 00:03:40,0 days 00:03:40,0 days 00:00:31.428571
3,1459,2021-08-01 01:00:00+00:00,hour,10,10,10,0 days 00:35:35,0 days 00:35:35,0 days 00:35:35,0 days 00:35:35,0 days 00:35:35,0 days 00:35:35,0 days 00:03:33.500000
4,1459,2021-08-01 02:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
5,1459,2021-08-01 03:00:00+00:00,hour,1,1,1,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30
6,1459,2021-08-01 04:00:00+00:00,hour,2,2,1,0 days 00:46:00,0 days 00:14:10,0 days 00:46:00,0 days 00:00:30,0 days 00:14:10,0 days 00:00:30,0 days 00:23:00
7,1459,2021-08-01 05:00:00+00:00,hour,5,4,4,0 days 01:23:45,0 days 01:04:25,0 days 00:38:15,0 days 00:58:55,0 days 00:32:35,0 days 00:45:15,0 days 00:16:45
8,1459,2021-08-01 06:00:00+00:00,hour,5,4,4,0 days 00:45:05,0 days 00:17:15,0 days 00:20:15,0 days 00:26:20,0 days 00:11:35,0 days 00:07:10,0 days 00:09:01
9,1459,2021-08-01 07:00:00+00:00,hour,7,6,4,0 days 01:25:30,0 days 00:45:50,0 days 01:06:45,0 days 00:20:15,0 days 00:37:10,0 days 00:10:10,0 days 00:12:12.857143
10,1459,2021-08-01 08:00:00+00:00,hour,12,9,12,0 days 01:40:20,0 days 01:04:40,0 days 00:35:05,0 days 01:40:20,0 days 00:35:05,0 days 01:04:40,0 days 00:08:21.666667
11,1459,2021-08-01 09:00:00+00:00,hour,15,15,14,0 days 00:48:25,0 days 00:39:05,0 days 00:48:25,0 days 00:34:05,0 days 00:39:05,0 days 00:34:05,0 days 00:03:13.666667
