,visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
2,925,2021-08-01 00:00:00+00:00,hour,5,4,4,0 days 04:04:55,0 days 01:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:06:00,0 days 00:48:59
3,925,2021-08-01 01:00:00+00:00,hour,4,3,3,0 days 04:11:10,0 days 01:12:15,0 days 00:12:15,0 days 00:12:15,0 days 00:12:15,0 days 00:12:15,0 days 01:02:47.500000
4,925,2021-08-01 02:00:00+00:00,hour,1,0,0,0 days 03:58:55,0 days 01:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 03:58:55
5,925,2021-08-01 03:00:00+00:00,hour,1,0,1,0 days 03:58:55,0 days 00:34:15,0 days 00:00:00,0 days 03:58:55,0 days 00:00:00,0 days 00:34:15,0 days 03:58:55
6,925,2021-08-01 04:00:00+00:00,hour,1,1,1,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30
7,925,2021-08-01 05:00:00+00:00,hour,3,3,3,0 days 00:01:40,0 days 00:01:40,0 days 00:01:40,0 days 00:01:40,0 days 00:01:40,0 days 00:01:40,0 days 00:00:33.333333
8,925,2021-08-01 06:00:00+00:00,hour,6,6,6,0 days 00:04:45,0 days 00:04:45,0 days 00:04:45,0 days 00:04:45,0 days 00:04:45,0 days 00:04:45,0 days 00:00:47.500000
9,925,2021-08-01 07:00:00+00:00,hour,6,6,6,0 days 00:18:15,0 days 00:18:15,0 days 00:18:15,0 days 00:18:15,0 days 00:18:15,0 days 00:18:15,0 days 00:03:02.500000
10,925,2021-08-01 08:00:00+00:00,hour,12,12,12,0 days 00:10:05,0 days 00:10:05,0 days 00:10:05,0 days 00:10:05,0 days 00:10:05,0 days 00:10:05,0 days 00:00:50.416667
11,925,2021-08-01 09:00:00+00:00,hour,20,20,18,0 days 01:59:40,0 days 01:48:00,0 days 01:59:40,0 days 01:19:35,0 days 01:48:00,0 days 01:19:35,0 days 00:05:59
12,925,2021-08-01 10:00:00+00:00,hour,5,3,5,0 days 00:42:35,0 days 00:14:10,0 days 00:02:30,0 days 00:42:35,0 days 00:02:30,0 days 00:14:10,0 days 00:08:31
13,925,2021-08-01 12:00:00+00:00,hour,63,63,58,0 days 04:07:20,0 days 03:16:45,0 days 04:07:20,0 days 01:50:50,0 days 03:16:45,0 days 01:50:50,0 days 00:03:55.555556
14,925,2021-08-01 13:00:00+00:00,hour,50,45,48,0 days 05:07:30,0 days 03:31:25,0 days 02:51:00,0 days 04:40:20,0 days 02:40:50,0 days 03:14:25,0 days 00:06:09
15,925,2021-08-01 14:00:00+00:00,hour,36,34,33,0 days 05:27:40,0 days 03:59:45,0 days 05:00:30,0 days 02:28:10,0 days 03:49:35,0 days 02:11:10,0 days 00:09:06.111111
16,925,2021-08-01 15:00:00+00:00,hour,40,37,38,0 days 05:04:50,0 days 03:12:55,0 days 02:05:20,0 days 04:57:50,0 days 02:02:00,0 days 03:09:15,0 days 00:07:37.250000
17,925,2021-08-01 16:00:00+00:00,hour,24,22,23,0 days 01:51:25,0 days 01:32:10,0 days 01:44:25,0 days 01:27:15,0 days 01:28:50,0 days 01:23:35,0 days 00:04:38.541667
18,925,2021-08-01 17:00:00+00:00,hour,24,23,24,0 days 01:01:35,0 days 00:53:00,0 days 00:37:25,0 days 01:01:35,0 days 00:37:25,0 days 00:53:00,0 days 00:02:33.958333
19,925,2021-08-01 18:00:00+00:00,hour,22,22,21,0 days 00:26:55,0 days 00:25:25,0 days 00:26:55,0 days 00:23:25,0 days 00:25:25,0 days 00:23:25,0 days 00:01:13.409091
20,925,2021-08-01 19:00:00+00:00,hour,11,10,9,0 days 00:26:50,0 days 00:20:05,0 days 00:23:20,0 days 00:18:20,0 days 00:18:35,0 days 00:16:20,0 days 00:02:26.363636
21,925,2021-08-01 20:00:00+00:00,hour,9,7,9,0 days 00:12:00,0 days 00:08:15,0 days 00:03:30,0 days 00:12:00,0 days 00:03:30,0 days 00:08:15,0 days 00:01:20
22,925,2021-08-01 21:00:00+00:00,hour,8,8,8,0 days 00:07:50,0 days 00:07:50,0 days 00:07:50,0 days 00:07:50,0 days 00:07:50,0 days 00:07:50,0 days 00:00:58.750000
23,925,2021-08-01 22:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
24,925,2021-08-01 23:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
25,925,2021-08-02 01:00:00+00:00,hour,1,1,1,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30
26,925,2021-08-02 02:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
27,925,2021-08-02 03:00:00+00:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
28,925,2021-08-02 04:00:00+00:00,hour,10,10,10,0 days 00:09:25,0 days 00:09:25,0 days 00:09:25,0 days 00:09:25,0 days 00:09:25,0 days 00:09:25,0 days 00:00:56.500000
29,925,2021-08-02 05:00:00+00:00,hour,17,17,17,0 days 00:10:35,0 days 00:10:35,0 days 00:10:35,0 days 00:10:35,0 days 00:10:35,0 days 00:10:35,0 days 00:00:37.352941
30,925,2021-08-02 06:00:00+00:00,hour,21,21,18,0 days 06:43:35,0 days 00:55:25,0 days 06:43:35,0 days 00:10:10,0 days 00:55:25,0 days 00:10:10,0 days 00:19:13.095238
